0,1,2,3,4,5
audio (Germany),,(file),,,
audio (Austria),,(file),,,
infinitive,fernsehen,,,,
present participle,fernsehend,,,,
past participle,ferngesehen,,,,
auxiliary,haben,,,,
zu-infinitive,fernzusehen,,,,
,indicative,,subjunctive,,
present,ich sehe fern,wir sehen fern,i,ich sehe fern,wir sehen fern
du siehst fern,ihr seht fern,du sehest fern,ihr sehet fern,,
er sieht fern,sie sehen fern,er sehe fern,sie sehen fern,,
,,,,,
preterite,ich sah fern,wir sahen fern,ii,ich sähe fern,wir sähen fern
du sahst fern,ihr saht fern,du sähest fern,ihr sähet fern,,
er sah fern,sie sahen fern,er sähe fern,sie sähen fern,,
,,,,,
imperative,sieh fern (du)siehe fern (du),seht fern (ihr),,,
,indicative,,subjunctive,,
present,dass ich fernsehe,dass wir fernsehen,i,dass ich fernsehe,dass wir fernsehen
dass du fernsiehst,dass ihr fernseht,dass du fernsehest,dass ihr fernsehet,,
dass er fernsieht,dass sie fernsehen,dass er fernsehe,dass sie fernsehen,,
,,,,,
preterite,dass ich fernsah,dass wir fernsahen,ii,dass ich fernsähe,dass wir fernsähen
dass du fernsahst,dass ihr fernsaht,dass du fernsähest,dass ihr fernsähet,,
dass er fernsah,dass sie fernsahen,dass er fernsähe,dass sie fernsähen,,
perfect,,,,,
indicative,ich habe ferngesehen,wir haben ferngesehen,subjunctive,ich habe ferngesehen,wir haben ferngesehen
du hast ferngesehen,ihr habt ferngesehen,du habest ferngesehen,ihr habet ferngesehen,,
er hat ferngesehen,sie haben ferngesehen,er habe ferngesehen,sie haben ferngesehen,,
pluperfect,,,,,
indicative,ich hatte ferngesehen,wir hatten ferngesehen,subjunctive,ich hätte ferngesehen,wir hätten ferngesehen
du hattest ferngesehen,ihr hattet ferngesehen,du hättest ferngesehen,ihr hättet ferngesehen,,
er hatte ferngesehen,sie hatten ferngesehen,er hätte ferngesehen,sie hätten ferngesehen,,
future i,,,,,
infinitive,fernsehen werden,subjunctive i,ich werde fernsehen,wir werden fernsehen,
du werdest fernsehen,ihr werdet fernsehen,,,,
er werde fernsehen,sie werden fernsehen,,,,
,,,,,
indicative,ich werde fernsehen,wir werden fernsehen,subjunctive ii,ich würde fernsehen,wir würden fernsehen
du wirst fernsehen,ihr werdet fernsehen,du würdest fernsehen,ihr würdet fernsehen,,
er wird fernsehen,sie werden fernsehen,er würde fernsehen,sie würden fernsehen,,
future ii,,,,,
infinitive,ferngesehen haben werden,subjunctive i,ich werde ferngesehen haben,wir werden ferngesehen haben,
du werdest ferngesehen haben,ihr werdet ferngesehen haben,,,,
er werde ferngesehen haben,sie werden ferngesehen haben,,,,
,,,,,
indicative,ich werde ferngesehen haben,wir werden ferngesehen haben,subjunctive ii,ich würde ferngesehen haben,wir würden ferngesehen haben
du wirst ferngesehen haben,ihr werdet ferngesehen haben,du würdest ferngesehen haben,ihr würdet ferngesehen haben,,
er wird ferngesehen haben,sie werden ferngesehen haben,er würde ferngesehen haben,sie würden ferngesehen haben,,
