0,1,2
,singular (uncountable),
nominative,N;NOM;SG;LGSPEC7,
genitive,N;GEN;SG;LGSPEC7,
dative,N;DAT;SG;LGSPEC7,
accusative,N;ACC;SG;LGSPEC7,
ablative,N;ABL;SG;LGSPEC7,
instrumental,N;INS;SG;LGSPEC7,
locative,N;ESS;SG;LGSPEC7,
,singular (uncountable),
nominative,N;NOM;SG;LGSPEC3,
genitive,N;GEN;SG;LGSPEC3,
dative,N;DAT;SG;LGSPEC3,
accusative,N;ACC;SG;LGSPEC3,
ablative,N;ABL;SG;LGSPEC3,
instrumental,N;INS;SG;LGSPEC3,
locative,N;ESS;SG;LGSPEC3,
post-classical,,
,singular (uncountable),
nominative,ալիւր ‎(aliwr),
genitive,ալերոյ ‎(aleroy),
dative,ալերոյ ‎(aleroy),
accusative,ալիւր ‎(aliwr),
ablative,ալերոյ ‎(aleroy),
instrumental,ալերով ‎(alerov),
locative,ալիւր ‎(aliwr),
post-classical,,
ալիւրադիւթ ‎(aliwradiwtʿ),,գարէալիւր ‎(garēaliwr)
